,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,-184.90597422684908,-183.68709840198088,1.0,0.7813732493663921,0.7251946324113998
1,poly2,,-210.1736075720206,-208.95473174715238,1.0,0.6516600883300835,0.3576606195878397
2,poly3,,-184.46907995506666,-183.25020413019845,1.0,0.915545133211025,0.8659444470373576
3,exp,,-187.8833483919781,-186.6644725671099,1.0,0.7090013412717693,0.8239036785616176
4,log,,-210.921460177607,-209.7025843527388,1.0,0.5195329472916782,0.6539680987048508
5,power,,-9.116813264232801,-7.8979374393646005,0.9968500508574382,0.6968074995363557,0.8252139076186081
6,mult,,-248.03561504901018,-246.81673922414197,1.0,0.3815691088070472,0.00792317934862891
7,hybrid_mult,,-190.9393957951482,-189.72051997027998,1.0,0.05833160690928384,0.287122990112698
8,am,,18.16813703959979,19.38701286446799,0.2616807137351226,0.13360662430131412,0.29617922020780674
9,gm,,18.2284711467389,19.4473469716071,0.2527175772257697,0.16820795113901668,0.37578282813622776
10,hm,,17.859847420957372,19.078723245825575,0.305828919006642,0.2957143531723869,0.5302294787739794
