train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,2.6767792040404768,-1.9632810925877455e-06,-1.2023216406400046,8.787251763118544,8.989004003870052
1,gov,3.510299119539695,-1.5524645868486315,-9.148560649403836e-09,9.938411663855256,9.90601417656749
10,flores,1.870310146126647,-2.797934041555593e-05,-1.324228447229644,5.732754437544219,5.4184226121843615
10,bible,4.256757729847564,-1.7547387906750687,-0.13530914511253944,13.477153914108182,13.950683639358918
10,gov,5.763510820664133,-1.7793561575662382,8.96455619597481e-10,17.429304878224425,17.281675356669904
25,flores,2.1351006265577954,-1.9861019382639438,-0.09777781118332506,6.6108583773536385,6.547967105523212
25,bible,4.982140779239725,-1.9435948052419634,-4.400243868204871e-09,15.335165501887207,15.894602079258833
25,gov,6.663694058414141,-1.724131517122368,9.749605349924732e-10,19.34505109230337,19.210260757409692
50,flores,2.275918451096138,-1.780485398141221,-0.8473552764545171,1.2894858414769417,3.6195521617958772
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,22.31894507571501,-0.524806268301734,-0.33621167329569995,8.578254470133531,20.91549687030709
