,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,"[-0.5, 0.0]",2.5639502485114184e-16,[-1.0],1.2083341423596574,[1.0],3.491574611512265
kfold,[1.0],0.06718847162501862,[-0.5],2.590843467462686,[-0.5],9.681613751361958
