train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,rmse,loo rmse
cc_align,25,gov,1,flores,14289018.37916853,-36.626620049149075,4.6568294153323935,1.4782436726548356,1.5091933873901888
cc_align,25,gov,1,bible,9993858293340460.0,-97.09629865024165,14.83739546782052,0.495671079752931,0.4902727393120612
cc_align,25,gov,1,gov,29.087291583703323,-3.3757159074978036,2.0088533560530304,1.9695874772159767,2.00511408583183
cc_align,25,gov,10,flores,6223298.912025984,-32.273709833080346,3.7392010388936274,1.4040079567343433,1.6758329391071147
cc_align,25,gov,10,bible,417.72382955227323,-9.369650278972788,-0.7722651164984108,0.8001713122091049,1.0131101305340042
cc_align,25,gov,10,gov,26.248208718002708,-2.171981870411036,1.962472383610517,1.6278798298611035,3.364145505175269
cc_align,25,gov,25,flores,2503397.190817059,-29.525805951118056,3.3016154844096848,1.2421609452902274,1.5825413271020248
cc_align,25,gov,25,bible,351.30417631508885,-9.505934858142906,-0.1820865635385721,0.9654259576191557,1.2498465746672967
cc_align,25,gov,25,gov,27.132153097642757,-2.1328693128001874,2.0282283408118484,1.5815907988518043,3.3972907133154164
cc_align,25,gov,50,flores,17708.071753597334,-14.931203823952606,0.36895360959086454,6.51626833330982e-14,2.445159871685863
cc_align,25,gov,50,bible,0.1366563774134308,12.684345502602193,-4.389974885217542,2.3217556975294037e-15,0.2630699761650564
cc_align,25,gov,50,gov,159.92982473487953,-6.416924113851381,2.6179137303824573,2.3920432895754778e-14,2.9643650277494795
cc_align,25,bible,1,flores,164982.1479213359,-27.68058895000719,2.752818540786277,0.5867600017961495,0.6498782971549978
cc_align,25,bible,1,bible,6.854337924192951,-0.06017147497066622,1.4733241144138969,2.1655695011960403,5.982530242248602
cc_align,25,bible,1,gov,931486245.7154036,-48.91743118159096,4.272712294102803,0.33397539247768765,0.3355996153939038
cc_align,25,bible,10,flores,2803917.7979094093,-34.89888817701695,4.462160242801369,0.7252666289486842,0.8497638146122675
cc_align,25,bible,10,bible,7.495925438584711,1.0020251235735262,1.2084027197287917,2.586598862368015,8.827787976026615
cc_align,25,bible,10,gov,1063415745221.0533,-72.99583608429373,11.764010642312636,0.6704823567166852,0.6797772707726846
cc_align,25,bible,25,flores,256267.4214118425,-28.339578132902904,3.451729821638127,0.8603100812144062,1.0399257084784306
cc_align,25,bible,25,bible,8.860524559957659,1.2742513676378793,0.9682008888028212,2.5821383349729503,8.815394739596039
cc_align,25,bible,25,gov,12481424642.944729,-60.228651629728766,9.546668497958901,0.7441344106295311,0.7711058065746911
cc_align,100,gov,1,flores,563087.4611468072,-27.094986565654665,2.892137820791234,1.2378441919189898,1.263667687693877
cc_align,100,gov,1,bible,8077454493308.775,-77.37561464822036,11.661894254398902,0.49105392763458416,0.4954663956400767
cc_align,100,gov,1,gov,20.192679766697,-1.7683048803778119,1.5071286446104752,1.5087071192008974,1.6101301713838334
cc_align,100,gov,10,flores,534653.5010632381,-25.90315657104043,2.975088031749293,1.5942090510179807,1.8607077737471234
cc_align,100,gov,10,bible,43.95026799262192,-5.79974368465796,0.286920403054271,0.9152647454214906,1.1903688694860595
cc_align,100,gov,10,gov,21.28836088929833,-1.5451551139251558,1.8488766767609737,1.6912271957278306,3.348657058344059
cc_align,100,gov,25,flores,122037.13539974128,-21.317975179888297,2.0492190455802244,1.4100796126195576,1.8654313782847658
cc_align,100,gov,25,bible,4.6684169758796905,0.8901293381967892,-0.9929114654638458,0.9564816571612955,1.3714291223818407
cc_align,100,gov,25,gov,20.05156415765102,-1.3376959240753388,1.9237295285664433,1.6556646692520423,3.7991976955589153
