c0,c1,"c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
42.29031541316828,0.05364684944600353,-92.5006972114091,9.02860048443684,49.131788602895746,8.316089931016457,-24.11794913959867,2.141467045544505,6.4564282570796525,-28.73558970509894,7.864414911607874,4.27073887262316,4.284727504415335
