train set,c0,c1,c2,rmse,kfold rmse
gov,12.849084201699847,-1.8131803768176367e-07,-9.275590654956427e-09,14.660784158553167,14.796835861686255
bible,7.003715829714542,8.528255238869425e-06,-1.3820069376694504e-07,12.282871430229646,12.206489268847536
