train set size,test set,c0,c1,rmse,kfold rmse
1,flores,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.294704769225507,-1.868191778472748e-09,8.803168466737585,9.111368017326404
1,gov,7.310883322089328,-7.85239774812618e-10,9.964975807319089,9.731746253363156
10,flores,4.315102197907854,-1.7666058223496342e-09,6.053004538968526,5.784262315646875
10,bible,12.544196797258772,-2.428924714973181e-09,13.277842910327946,13.630408313952
10,gov,15.529822510454094,8.845626580794005e-09,17.129769042692853,16.952007901923437
25,flores,5.792013687403824,1.17303720661837e-10,6.999242190240067,6.749129436452465
25,bible,14.811220770269225,-1.354783575927128e-10,15.0800144932473,15.450973587148786
25,gov,17.673152479323083,6.120950400987273e-09,18.97110513967082,18.825909460996993
50,flores,11.857577001330695,-1.5743632551087698e-09,4.144105714676628,3.540409949857886
50,bible,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.892629493613725,-8.417656640749807e-10,5.868497035674015,5.598288849779358
