train set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
gov,39.77726469752502,1.8548929152074252,1.567498508384516,-0.06765420722304089,-0.9895278186458271,-2.4135545925619977,0.520991940986554,14.373594656862483,14.423406745836923
bible,14.485215490924618,1.5855089965670635,1.3574830935381679,-0.1709936539141348,-0.41876765695629514,-2.268308256635391,1.3813382240311414,11.96767456978884,11.996012392478514
