c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
-9.521470865913195e-05,-3.1130975203564574e-10,-6.4315469685917295,0.6063808049653876,1.305657351938922,-2.4546128564318233,1.3281460028846757,13.628955852293451,13.647896195417925
