language to,c0,"c1,1","c1,2",c2,rmse,kfold rmse
ka,3.2199914888167536,55.02312534530277,-69.97293236716897,-3.679140101805914,10.54386796962409,10.603751853329696
gu,7.551243497376525,42.298781469885704,-50.765719767622386,-3.4064550289838595,11.256486990830894,11.350844325254801
hi,8.109016440634642,20.79008556469905,-9.879006857616066,-3.6188598913536634,11.92257128183222,12.120382311538005
si,8.19615933416574,25.071525951844887,-12.898392468311961,-3.6905129289438565,16.22479555359984,16.613633247969478
ta,6.692672814885073,19.77593627619218,-9.213681503814211,-3.827095320011678,13.15720399447084,13.46759151659165
