c0,c1,"c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
46.38131273345669,9.371300122098472,-107.7230943382417,59.49306049538086,19.051638339115748,13.211135995150828,-3.6396990222763352,1.0504840464428555,-24.5908487586562,-0.49281305019402194,4.3995940632408015,4.437611690460714
