c0,"c1,1","c1,2",c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
4.666107211104795,0.47129206421248787,-0.004948317730814745,-3.6328207484344133,3.7915486013457484,2.7707441872412644,1.9584005200552423,0.802555658070009,1.0632712627250944,-0.1505522790900687,4.116020504418506,3.754657528611051,-1.4577420830124725,-6.969504454820437,-0.04778742420927181,-0.5928120192803443,12.93093747597716,12.970027280585487
