language to,c0,c1,"c2,1","c2,2",rmse,kfold rmse
ka,29.3412425545589,14.506048989512507,-75.47075999266664,25.596351351996972,4.2198552788569526,4.286008073689182
gu,25.659972847043676,12.37878485157428,-1.0667728709550879,-94.45744874262394,4.36713688005652,4.438113356813777
hi,35.22854568790159,8.55453497814161,-70.75898329102613,1.6198861053297355,3.263841551842956,3.3294206169463423
si,56.52813687391833,7.880605013891534,-199.9540525505022,172.1530461666012,2.9873302508046127,3.0405250869998843
ta,40.91937540971539,8.175380054685471,-138.20700534917287,110.83026157820721,3.406484691608109,3.4741018546570253
