train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,2.6325752641259648,-1.8232479594377842,-3.5781273434548455e-08,8.689473957320896,8.856539058922104
1,gov,3.9811699318737963,-1.368436043879232,-8.719693728259095e-09,9.889861959946742,9.905973270755203
10,flores,1.7634092915170214,-2.1497479748430663,-6.4565695396253035e-09,5.479546177544976,5.43837710700764
10,bible,4.192880202870609,-1.9781577518049274,-5.903080730103417e-09,13.473770586132195,13.690645834640494
10,gov,5.735009119655883,-1.788094563223545,7.964600303679799e-08,17.432154792884226,17.283822782816305
25,flores,2.1234075017154224,-2.140351396610596,-9.263314767797744e-09,6.594270630888799,6.547253032291834
25,bible,4.9823954112937,-1.9435056047288923,9.233260347239275e-09,15.335138528661263,15.602504667998158
25,gov,6.905571808453144,-1.6651196636647436,-1.4741266796166318e-09,19.32174081146449,19.191076119538522
50,flores,2.173245173477725,-3.145893872457042,-8.102552300167813e-09,0.8943724689718158,0.840021815922486
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,10.1668231253869,-4.987455344127479,3.913040994997004,4.618916901356679,7.2295465714750735
