train set,c0,c1,c2,rmse,kfold rmse
gov,12.357136699638872,-9.021720314843112e-09,-8.708534408739e-06,14.746490842871882,14.795347582636994
bible,3.5823479011826245,-9.2106879387109e-09,-3.6068412565847376,12.270583320790676,12.236260072579732
