train set size,c0,"c1,1","c1,2",rmse,kfold rmse
1,3.9836307378508504,5.695704556869862,1.1497042948166021e-08,8.102424990531079,8.111046044069596
10,13.062278485009076,0.3539029524686501,1.7078977332324006e-07,13.551810343786656,13.553913894281502
25,12.229234523357889,5.216874545868403,2.9442582295195598e-08,15.168875618868235,15.177655870906438
50,19.514250539848703,6.290083370078868e-08,-0.001820222667829335,17.23196359908808,17.45149840710887
