test set,language to,c0,c1,rmse,kfold rmse
flores,ka,-4.791280618037448e-10,0.36758262730515495,4.947300462998356,4.945412689103138
flores,gu,0.002601637989102945,0.5516973370507958,7.183990137217569,8.41584914464488
flores,hi,-9.660113407808054e-10,0.40625208567317506,6.019202030990908,5.974654332428225
flores,si,-6.044508758021404e-10,0.26345589058089747,3.8119282952782934,3.810631450425312
flores,ta,-2.5518282863634585e-10,0.23099576227337004,2.7799799663428106,2.778366816759609
bible,ka,1.4125819655438658,0.6170069396226798,11.335714932248056,11.849416077445571
bible,gu,4.140480475151069,0.5702380839413032,10.731153582190284,11.47999206907231
bible,hi,9.23291115965606,0.06368542821659472,12.71142042470291,13.739943122103838
bible,si,11.341908218938169,0.009890478751289917,16.024298619247137,17.18857883212635
bible,ta,7.690767757269503,0.059546173278513,12.923896909291653,13.969473577397563
gov,ka,1.9976189652438985,0.7238095151208244,14.084342048228939,13.721673781405093
gov,gu,7.011567685995036,0.6129250048381668,15.515477870585894,18.48614927320611
gov,hi,4.7342215081275265,0.6414790397759904,13.836785794528641,13.449047105307196
gov,si,5.524869551593587,0.8674255178833858,18.088273917471362,17.767643320212645
gov,ta,4.233229867137637,0.722683695528063,15.188566537693532,14.82089022537065
