train set size,c0,c1,rmse,kfold rmse
1,1.4184292331052304,-2.1259626007409014,8.15416149799181,8.148540544106488
10,1.573888690442049,-2.8917296537231714,13.597430619081887,13.593011444968658
25,1.65611588028147,-3.0095657299016723,15.234020074886038,15.229542777659539
50,2.0140997944807806,-3.143128773571344,17.326448662947538,17.573979124343868
