train set size,test set,c0,c1,rmse,kfold rmse
1,flores,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,6.419565558605716,-2.474840360727855e-08,8.766742409177631,9.056693064458106
1,gov,7.358107164823534,5.221971519387227e-09,9.95285794700002,9.731723526865055
10,flores,4.4379194349907465,-2.1279711262620314e-12,5.998308635724369,5.747685259066224
10,bible,12.339786940334335,-1.2393624115676662e-09,13.314708609181134,13.632883721168618
10,gov,15.719385447063496,9.242538017308212e-09,17.103129526093838,16.95175684743095
25,flores,5.886196560895587,-1.8610078888957315e-09,6.964020970654825,6.72986116011092
25,bible,14.846124009045317,-2.343071413780821e-09,15.074687046450803,15.459319376413923
25,gov,17.683452076749,1.544342365279916e-08,18.969828336382513,18.825692687840995
50,flores,11.682192465410493,-9.68933707696651e-10,4.2457062369539385,3.5011664846056694
50,bible,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,39.83280470659717,-2.448544331055267e-09,5.8936292421301495,5.721686056667706
