c0,"c1,1","c1,2","c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
29.675678201946987,18.640162437032995,-9.842106957837546,25.052533922658544,-372.67770390073105,409.06572023944716,8.92797302343993,-10.33438324004973,0.6073337452798111,3.067686447689109,-25.388676763344467,4.237572337512837,4.213908618668032,4.271284140431199
