train set,train set size,test set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,1,flores,3.861999589404923,1.5247380468023566,1.5385230982914902e-09,2.198357366717347,2.3351680126411507
gov,1,bible,0.4845378257584204,0.6364336285016867,-5.619041016191354e-13,0.7699796859526353,0.7951376333529255
gov,1,gov,10.885448934479403,18.27549342622372,4.67072987587845e-10,3.1410749971363043,3.42856631441172
gov,10,flores,11.7899958406791,-9.444747798535224e-09,-0.002494450234767446,3.4404680642469425,3.7535287468550615
gov,10,bible,1.7509860828577408,0.5372276571494885,-6.927705176634762e-10,1.251554782266286,1.307701470942638
gov,10,gov,32.98918373211445,3.8366562135225144,2.3637658891989605e-09,3.707660576605321,3.8562393295025736
gov,25,flores,14.23050609861472,-2.5826243114513846e-09,-0.000210685790652226,3.8925630200007513,4.277019678431364
gov,25,bible,2.1111445317175472,0.7578022877961482,-1.906199083066212e-09,1.4049164197626607,1.4695998940775903
gov,25,gov,36.97047937691918,3.4767135845316255,-1.3420634403205913e-09,4.421856833651791,4.589214394611902
gov,50,flores,23.54445743928464,-21.284888273826315,-9.233423061691092e-09,2.142213791543234,3.057910000290708
gov,50,bible,2.1174209659857026,-4.004412610154265e-09,-0.0026657338481384206,0.8743183644794439,0.954779029211038
gov,50,gov,41.31053578454692,2.2052565701988045,-2.759658788485936e-09,5.320822268030649,10.042154358879204
bible,1,flores,0.8961074220680608,0.30851011630060976,-2.230388717685321e-09,0.5454563432160423,0.5583099271906733
bible,1,bible,16.97008828188939,1.0573174375325915e-06,-3.012293383558832e-09,3.059426604645935,3.1931017044497203
bible,1,gov,0.5900242294614767,-1.1281591224458133e-08,-5.9835376736430006e-09,0.3858724899330091,0.39693135282731623
bible,10,flores,1.9238569128739489,0.6888770929680338,-5.739116549946e-10,0.8027151873475974,0.8335157793350229
bible,10,bible,27.91526953770555,-7.940536047211208e-09,-1.5205830767935462,3.5495681192636788,3.697136425134873
bible,10,gov,1.2455464482933924,0.009438232219535672,-8.938372289685259e-10,0.6828174379591557,0.7036921393166737
bible,25,flores,2.3447146784458055,0.5092006750583598,-3.3767910042393383e-10,0.8324771092555522,0.8540414475913561
bible,25,bible,32.327650420200676,-2.0350213661138964e-09,-2.9328514880406535,3.6838270543939116,3.837517677123812
bible,25,gov,1.2383600044148932,0.4422470491071819,-1.2115541355259305e-09,0.7820322455697906,0.8051503289854045
