train set,train set size,c0,c1,c2,rmse,kfold rmse
gov,1,2.5397506713238416,2.3032206704957097,3.171698983782493e-11,8.33320421359501,8.511249465879766
gov,10,3.6076289732047373,1.1444752062935974,2.4509154160264717,14.25256859038027,14.392634644499807
gov,25,3.967523195589775,1.1501035231507726,2.548159032129597,15.679639641331425,15.806036285034482
gov,50,2.5035284927795294,-5.222889318324835e-10,5.099423704122455,17.23480633041558,17.47389770728672
bible,1,2.467921304676366,1.4978995638690251,4.918265971618161e-09,7.973419559308607,7.92849261633386
bible,10,2.745886573450393,0.9567559211906214,2.158162290171606,12.442112204507126,12.479381256084645
bible,25,2.830803143859324,0.944360912988982,2.50001816146282,14.252794573993341,14.317191049237804
