c0,"c1,1","c1,2","c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
38.00386046285509,0.33345682742490945,-0.0031874610322231056,-103.60529084073862,53.697434254923245,8.317591625557094,-13.682189001665126,1.3128128388779121,2.620403717741109,-26.226690366014665,4.940027024835108,4.34258230313575,4.52870044663555
