c0,"c1,1","c1,2","c1,3","c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
0.4633606417741905,0.47101390555721256,-0.00894629810336103,8.566581923408232e-05,-1.2612889606988833,-0.8508766755603644,-0.34436071852412664,-0.6020551148166867,-0.49713993365021464,-0.21024540210034617,-0.17423538930484955,-0.9696207958380847,12.908141473735007,9.180623375547759
