c0,c1,"c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
29.16251176066319,0.20034549656578565,6.756808766482978,-316.0329541926736,357.6096320508393,67.26120382010572,75.7747244875429,-31.88412061122459,42.85892154575637,-75.92535090492012,-68.18655722027191,4.369028334279486,4.415864446249592
