train set,train set size,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
gov,1,3.9060830662116324,1.8599365161455002,-0.00010251490249898494,3.134336164799862e-09,4.618339746607585e-05,-0.00012506436368506322,2.876489328001861e-05,8.69575866858146,9.147446353114846
gov,10,4.595329975421177,3.8633876528145588,3.204636454713077,2.6117611457759438,-4.559779151481635e-10,7.199200169569015e-05,0.015577175017699221,14.457685621183037,14.71328126765272
gov,25,8.258076127843173,5.210834147778514,2.468280662757811,-2.974207991062258e-09,0.030262448678028818,-0.0165047675982028,0.04707283038755529,15.79356678943852,15.899163183074524
gov,50,9.0558708271961,5.713741471123843,2.704651944700016,0.0034061093521964275,9.854799026495229e-09,3.2802692899206985e-07,-5.934614841339041e-09,17.502012688397958,18.098410117474334
bible,1,1.761210484480392,1.1113243104952084,0.526438493256852,-1.4148429375865398e-09,-0.0014207775139004736,0.004446885182342259,-0.003276801162960716,8.386425633818563,8.195386650501474
bible,10,2.4924123892704313,2.168571095520367,1.8770865962947836,1.6147747033881592,-5.510040958308774e-10,0.0005476157131870783,7.88231844400951e-06,12.752427710689894,12.595999517462664
bible,25,5.27876800943932,3.330891460947417,1.5777748725971135,-9.200741832131863e-10,-0.022847844832718157,0.004303198969407457,-0.01705423520407996,14.37847103772095,14.37281121590219
