train set size,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
1,9.848493045888182,1.1579407090556044,-2.2947899344473406,0.7495821751335022,-0.7175042395521926,-4.6608787483621485,1.3157475701611494,7.988105743378329,8.005455327156595
10,12.392994607371024,0.5249389499880791,-0.14438212991405502,-0.15335116942448332,0.050535158619467176,-1.451386605639985,-0.07162044360745674,13.497380404430757,13.562079095182767
25,14.579268639292176,0.4998935189586773,0.006448453780344406,-0.17509227379862205,0.07902959717334065,-1.273142031333969,-0.1439582935092611,15.118926696546355,15.191754101743332
50,13.030257090335121,0.10961444572507868,-0.11793869855373453,-0.33907696610361715,0.42302075297395375,-0.14180642331080565,-0.26804565500854216,17.182031958501916,17.875025635913467
