train set,train set size,test set,c0,c1,rmse,kfold rmse
gov,1,flores,45.924147538029914,-85.45109085615198,1.880471461285823,1.8834850894358608
gov,1,bible,15.428569916125998,-30.207960951459693,0.6750278189802907,0.6750392952068754
gov,1,gov,-22.666168102305125,86.44782486002016,3.549917198873733,3.5565825393264285
gov,10,flores,115.77954689812904,-214.92875702673604,1.7404593452602435,1.7522923654118934
gov,10,bible,35.17948285637199,-68.52663948795167,0.8266226598149304,0.8266348944243297
gov,10,gov,-60.93400094733366,197.87841387038446,2.5773672672113555,2.6911672918185476
gov,25,flores,129.65675868267343,-238.57890546460823,2.073640820056193,2.086331195585125
gov,25,bible,36.984140236334554,-71.30715516198454,1.0211724186020843,1.0212885708079564
gov,25,gov,-72.11327968219591,228.8942921468004,3.1424420061989116,3.2948388575977323
gov,50,flores,125.28448990380973,-226.87280938893898,0.19560267832475087,0.20665453344613074
gov,50,bible,30.41317160016861,-57.68909714787088,0.09517880488790949,0.10055655365750596
gov,50,gov,-79.8478229825844,249.53602624262692,3.7934638458887404,4.007800395763867
bible,1,flores,12.599072699767685,-23.50065191947142,0.5156340977623505,0.5157319610371269
bible,1,bible,-26.703668504274834,90.42339578531389,2.548136977637213,2.9468631888559726
bible,1,gov,10.484547804357645,-20.2216454657816,0.3109495382234688,0.3122798535265091
bible,10,flores,22.988608929547325,-42.4192629790495,0.7632279958849338,0.7669850662714023
bible,10,bible,-47.895490524969155,155.7297698647953,2.748161918164195,3.4491565930949912
bible,10,gov,19.554895963442966,-37.476022459599406,0.5640890659746037,0.5655657301073188
bible,25,flores,19.836700718425163,-35.601118110887434,0.6928281345921427,0.6928348316207869
bible,25,bible,-45.763356659160294,160.30470773195438,3.012661531414452,3.09623894623643
bible,25,gov,18.2450972662703,-34.66728136119139,0.6328653877712735,0.633020031197306
