c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
29.555290954697107,35.99227019668905,-65.32981850422364,39.21576267855431,-106.07978436424118,57.36291330637866,11.753323689515506,4.063564490805667,10.315080143650581,3.0640619810005987,1.9457804036247166,-3.893772937032741,6.582973861360804,-3.596154561174244,5.0650875936182365,-16.97583342746931,4.356933415431024,-0.49732201757909217,4.2739277928666,4.345581037184237
