train set,train set size,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,1,flores,28.558738963454672,-42.68381784592344,-14.088392252307017,36.04634209797429,2.093485050094754,9.604600281603364
gov,1,bible,-15.51283987243577,34.82379230417439,8.973669399989928,-35.72103495936789,0.7143574772364373,2.7774413054413185
gov,1,gov,2526.4324533647696,-11051.801818084263,16107.980313490634,-7763.668480624757,2.6816751564391623,10.035693523289485
gov,10,flores,25.210185524118657,-9.06269348719741,-13.946283755223329,-2.1721570129264367,2.7928699907675054,6.515467106227374
gov,10,bible,-2.740962891744359,15.354443767459642,1.4336865119194304,-19.601188056529296,1.0492316005225295,3.5017557939388135
gov,10,gov,966.6505053975014,-3965.5127465666783,5507.13388557471,-2491.706816921291,0.6212322742703209,3.822704824905209
gov,25,flores,-1713.8681943174547,7689.440263327796,-11288.45765940183,5468.297942894032,3.0970099488411815,6.506096743603415
gov,25,bible,-7.7045737546425395,26.434657409681808,4.667336546780897,-30.811115488754258,1.2120086417239226,5.174052231101496
gov,25,gov,426.703449192862,-1525.5073798709666,1864.626886632637,-683.417078409972,0.7132726252755011,4.517079391059474
gov,50,flores,151.4805209607018,-257.37248852672604,-85.82430873604416,239.77465245121428,9.623015337482135e-06,3.75024578826157
gov,50,bible,28.34038288324987,-47.20222958032932,-16.618173527112408,42.33013964307533,1.8815606894117704e-06,0.6812316823199615
gov,50,gov,132.67859031835806,-220.40638804439072,-51.22343178031367,252.66511495711512,4.373096265551014e-05,3.468031269761285
bible,1,flores,399.2155285246352,-1766.5510448430496,2601.5701451750238,-1271.4357411735996,0.4953075564862796,2.8745711119177275
bible,1,bible,2549.3599955193386,-10890.183426540021,15473.960009195205,-7265.5504197596,0.9468121917712404,4.81416945314663
bible,1,gov,156.0019898716879,-681.2325040818426,993.6658417170732,-482.182674599103,0.33666406744226146,0.5733931134950672
bible,10,flores,-11.313823601280104,29.548387048077448,7.12060694619274,-30.416480091192373,0.7530484791616425,1.3455505079083914
bible,10,bible,1265.8078646459599,-5096.615302261279,6861.68491132352,-3015.2738894618824,0.08516387473506831,1.0554454544835792
bible,10,gov,-0.4261657704004378,5.895964410564132,0.5589383568180663,-7.878524556490582,0.6132547103076025,5.043725185590944
bible,25,flores,-15.769100427051356,39.51698535960574,9.757380181798908,-40.368916211884105,0.7454899484875627,4.153152106607013
bible,25,bible,1521.2958275611009,-6191.87433936284,8441.263514601174,-3769.406491272868,0.1976688878766663,1.4721064910706645
bible,25,gov,-8.637868567515245,22.735502039015564,5.213191127526587,-24.0778119579242,0.7228634638464403,2.2071488769509555
