c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
3.463662162600755,-1.5517470530445578e-09,5.220836866384358e-07,-8.668105141222768e-05,2.8679232487038697,2.3317535607728272,1.8491808609692877,14.06528240764722,13.97516280204224
