train set size,c0,c1,rmse,kfold rmse
1,2.516733320450624,1.9115225226343413,8.2238132407363,8.192546594605306
10,4.668561077073596,2.0236625516832305,13.849746208155771,13.855517489175416
25,5.439721536385095,2.003891438685675,15.501038961909977,15.514138077078117
50,8.281483405428723,1.6982484192402953,17.736702635238508,17.95877731253619
