train set,test set,language to,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,flores,ka,0.8554027959500967,68.42022343775105,-58.50218014595217,-49.91973105026083,4.654082148455338e-06,5.724002073146768
gov,flores,gu,6.590557398783909,61.46526224365989,-48.67332914929092,-42.03853322823491,0.00021644562403780231,4.868583082463235
gov,flores,hi,5.285810339989727,68.17183009090878,-124.51616617896164,70.05852764972308,1.4852277058659802e-06,7.426442475120339
gov,flores,si,2.9232935735320917,45.388695760521756,-78.52919906112739,42.51720181492564,6.124657158798181e-06,4.63514938037665
gov,flores,ta,1.8695005485559162,37.82733442984167,-65.8685259397913,37.471690442637296,1.2522910766310206e-06,3.957575961825132
gov,bible,ka,0.129821554520118,8.666802176517816,-7.763996724790908,-6.577833319656085,3.327402433867917e-06,0.7489395575535979
gov,bible,gu,2.0697711120702236,11.687902352467049,-8.669666232309115,-7.570446500442034,8.928136301931041e-07,0.8847269619539837
gov,bible,hi,0.6636956846552919,17.45713408446672,-32.41671730694535,17.695855029156053,3.847076890477234e-05,1.9102303214854708
gov,bible,si,0.08688599603803347,5.854911597521834,-10.07293834240129,5.631141004664306,1.6675016923455815e-07,0.6018706272973025
gov,bible,ta,0.23318101731928775,3.401225165217571,-3.035940688696398,1.0015346430823615,5.671437351983266e-07,0.16556855384141655
gov,gov,ka,9.358206041089021,134.5063716638282,-118.81458948125508,-100.86193403052519,1.8126538660001673e-06,11.496314091533108
gov,gov,gu,20.99202970174909,81.76352129019637,-67.09966699388761,-57.591124631628965,1.4408639062968807e-05,6.613752936414508
gov,gov,hi,17.55122893331099,111.5985002669773,-210.35410695873585,117.90437745951957,4.1403511360886324e-07,12.500147871043737
gov,gov,si,18.334084797799193,174.74397732816954,-326.07046531492415,182.4924062065176,4.682358987739471e-06,19.381132211731533
gov,gov,ta,17.124774785824087,133.83512751971827,-256.5787897550848,146.41888374931267,8.818783291891981e-06,15.334789623169048
bible,flores,ka,0.319502518604503,9.179554466707355,-7.584008596533244,-6.506318231961925,8.52224835164243e-06,0.7496607782076671
bible,flores,gu,1.7468290794366126,12.8862768697237,-11.196417233733536,-9.526964832366255,8.161935508815158e-06,1.0872186139547118
bible,flores,hi,1.3609787295000313,7.070369579232662,-5.869878562330859,-5.029613519910519,1.2772806669152414e-05,0.5772880578295118
bible,flores,si,0.673412018802662,6.443069687186829,-5.597913299095701,-4.763660425599284,6.722917477813542e-06,0.5439568897368531
bible,flores,ta,0.6921673124938423,5.473333274336336,-3.9735691276313543,-3.4835452551866264,1.6352176014918378e-05,0.4089593339423887
bible,bible,ka,10.685936563876686,82.04606660427088,-66.00732439749858,-56.85710984694778,6.86404965987574e-08,6.565882482140296
bible,bible,gu,15.109266343094216,60.49404569379433,-47.052967724664605,-40.74439341272046,1.4529792726004855e-06,4.7187061239834
bible,bible,hi,17.30772052020993,65.62474193860746,-49.67425299655519,-43.21223689114599,9.449236794558316e-07,5.024591862127757
bible,bible,si,19.859329486062833,88.49045498420286,-71.61347037516333,-61.60955984327347,4.4100649209709515e-06,7.094965456646103
bible,bible,ta,14.85418297163408,73.4356411403492,-56.26262535230198,-48.85077959535139,1.4923588284475654e-07,5.676566553296219
bible,gov,ka,0.23148789720743843,3.4785880984755866,-2.709846501748409,-2.3471846808456562,5.4982973212910776e-05,0.2726902159128595
bible,gov,gu,1.0361323853724642,8.324770004356981,-6.412181772132094,-5.563724673856407,5.2778850838432405e-05,0.6469241186976226
bible,gov,hi,0.8837452659422961,5.930384855335853,-5.778401227411568,-4.8347425831990485,5.9476079934719525e-06,0.5425370176925027
bible,gov,si,0.3439757980897217,2.850853313531051,-2.437832844619986,-2.0795480219119344,2.018821962714719e-06,0.23796177028696977
bible,gov,ta,0.24397577619843025,2.850895817038529,-2.4378197597205924,-2.079745215666731,2.6831950263522695e-06,0.23813566886411505
