,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,"[0.0, 1.0]",0.23804761428476165,"[-1.0, -0.5, 0.0, 0.5, 1.0]",1.9424427364250396,[1.0],5.336873824836241
kfold,[1.0],0.2441917885496944,[0.5],1.9541376670386004,[-1.0],5.345677381461218
