train set size,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
1,3.904595246340527,-1.4312375096416658e-09,0.002458117437869716,1.0381576151482295,-1.0846149011232876e-09,8.52997665656176,8.446932626562852
10,10.75994527007484,1.1035302504718075e-06,2.788248379177459e-05,1.0251165621997573e-06,-3.455349393555054e-09,13.790127845426023,13.780622264244142
25,10.056782476705608,-5.31491299790644e-10,-0.001016761705100848,2.808901573838491,-5.97346253283475e-06,15.512571160681482,15.360716995651604
50,14.451815084409818,-2.944157091455333e-09,0.07806681288123579,4.202401206008735,-0.035821021525520434,17.366795749262096,18.054238823557636
