train set,c0,c1,c2,rmse,kfold rmse
gov,2.5095686653542897,-2.171100422583591,-1.5041429090730433e-09,14.50828964282941,14.55036558719082
bible,1.8553312239700883,-1.8519648404352287,-3.4389751057316864e-09,12.046845713868475,12.041432742601678
