train set,c0,c1,c2,rmse,kfold rmse
gov,7.089134384848594,-5.678794882189144e-09,-5.857243470559002,14.66339875128549,14.773798729979067
bible,6.955532709645508,-8.151034608627506e-09,-9.064675448386902e-06,12.292908656738403,12.230898886593675
