train set size,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
1,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,5.611013613438583,0.8883534890942617,-0.003918641548114301,-0.015097459132175634,-4.718609644577616e-10,-0.07711873274938195,0.12703758575022933,8.859573065920781,9.037013810873779
1,gov,5.236700114177345,1.8318944364911416,-0.0073372055810717205,-2.8699868459528102e-08,1.1681463765765205,0.0030642214162353524,0.0012830082660531083,10.089228664085581,9.74068359069683
10,flores,4.39304437173135,-1.4345087262645485e-09,-0.00572277356036404,6.197414647638812e-05,0.024465693016605023,0.0030193721200399647,0.005219524399753122,6.013145105379219,5.709500570043267
10,bible,11.299125748171916,1.7335322598164689,-0.2649632923158606,0.09850171167741748,-8.233238509845038e-10,0.015542340015784806,0.016170104478158167,13.336847933317369,13.632049835276124
10,gov,13.692989266194948,2.2399563723913394,0.03232207188846822,-0.0961783799010499,-1.4886623988639415e-09,0.0027301865876891334,-0.018950192833368868,17.218144902372693,17.00483807356279
25,flores,5.36371661496684,0.7865457169748775,0.05103176465031114,-0.12909980649023148,3.897337346341483e-12,-0.007246864106592782,-0.015963433759829636,7.001140871935083,6.747295669080289
25,bible,13.430399260927018,-1.9872786485107595e-09,-0.0012668183976167465,0.0074823782150775075,0.02220862932577417,-0.0010150635531768226,-0.002646042561167229,15.350379610869087,15.423559040143289
25,gov,15.616944266037722,2.593564827545266,-0.1478798948063065,0.04869905459018806,-5.313493317397453e-09,0.012419490331827624,-0.054895072347463644,19.052643348110607,18.818766300378776
50,flores,12.246402317872809,-7.321722419875632e-10,-0.0012111269212221195,-0.038345724349090116,0.052821875875896276,0.07209369003666806,0.02677814042332411,3.918678484236722,4.000877024980317
50,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,36.02634330680436,7.025155624412681,0.6777644528453248,0.052682415418987966,-2.4302484335104377e-09,0.4672195605997029,-0.2724383657166732,5.451960604964566,5.603696386666187
