train set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3",rmse,kfold rmse
gov,15.935193971404761,3.7399593981133585,0.12216551131626986,0.05664365146721895,-0.00015932696677064374,0.011282004822092786,-0.005290560893979915,0.02082007100237399,-0.010495161653757409,0.0007657293178462208,3.2786559945837452,0.05434626134716903,-0.0037770087333345776,5.961162344402588e-10,0.00548551651361116,-6.322573084890855,0.001798937011765204,-0.019651783433586492,-0.008321266189899578,14.399277634987541,14.41956996910594
bible,6.777177470204846,1.3930583349803247,0.0018917015141784598,6.026559602308827e-06,0.006319274080879896,-2.2798418911815956e-06,-5.587036831724576e-06,-4.118308334062913e-06,5.363725397396615e-06,-2.581865654077201e-07,3.2723014849590446,1.1272925782339664,-5.782855465017928e-07,-1.1427367820864286e-06,-2.2801490392143147e-06,-0.9914717214240085,1.513312500109326e-05,-9.69670495354633e-06,-6.680128396149565e-06,11.998530544964781,12.008097438408752
