train set,test set,language to,c0,c1,rmse,kfold rmse
gov,flores,ka,3.8163264510835293,23.265307041557275,2.379504321560813,5.1692103120542425
gov,flores,gu,9.064620264565578,23.758533616362072,1.9887523864122283,4.320345258402796
gov,flores,hi,9.60729853090346,10.855119708570601,2.439504999077247,3.4359315514496593
gov,flores,si,5.927342834221524,7.494554246765685,1.7487483852842096,2.50028891614285
gov,flores,ta,4.086857399179163,7.937546636975247,1.2406703391100928,1.7372943113500752
gov,bible,ka,0.521761903307447,2.687088451418599,0.31493439553208136,0.6841624073256903
gov,bible,gu,2.512244790922851,4.948980115712093,0.3557592245470963,0.7728501048680961
gov,bible,hi,1.8795211573881665,1.9662314756351413,0.7032197194737416,1.0027705209833888
gov,bible,si,0.4425559430560119,1.1801033778380672,0.20182536653546246,0.28512617713096616
gov,bible,ta,0.45664437851564776,1.2636185483970859,0.15852671369494667,0.23420669241110595
gov,gov,ka,15.360542296751786,42.942184756762906,4.823161945909034,10.477781549674525
gov,gov,gu,24.39523682482921,29.880957591295935,2.735263546108077,5.942057456096598
gov,gov,hi,24.927127452727994,14.297377701738084,4.176589165674807,5.893288960871144
gov,gov,si,29.812853014006656,23.63289794889917,6.507650726172772,9.18880907094396
gov,gov,ta,25.686061210243274,17.881261004687705,4.7784656177630405,6.679202525833263
bible,flores,ka,0.7040801591561068,3.3163298487026074,0.30910227706693605,0.6714908102825352
bible,flores,gu,2.312925144368825,4.251700784602953,0.4549052379454475,0.9882342173388773
bible,flores,hi,1.6585033391676025,2.5340139046038335,0.23911685584312733,0.519456157956714
bible,flores,si,0.9564607758132709,2.125865480724269,0.22745261899979524,0.4941162952724895
bible,flores,ta,0.895235682253629,2.3809627202993138,0.16329931619839053,0.3547521997027337
bible,bible,ka,14.038094407089067,30.952384986280865,2.6944387170616184,5.8533697900557575
bible,bible,gu,17.503401204145703,24.01360603268508,1.9245990836153575,4.180979169709943
bible,bible,hi,19.839455041384117,27.057826098608373,2.035409333884202,4.42170156913512
bible,bible,si,23.49455785829927,33.07822986303705,2.9218913360342516,6.347485889503107
bible,bible,ta,17.719728668172905,29.778908286588273,2.3036867819033184,5.004507099052973
bible,gov,ka,0.3693870592607648,1.3775536445154373,0.11081025027000053,0.24072369528186632
bible,gov,gu,1.3625836181041715,3.3503487058160486,0.26244532959017924,0.5701421406475126
bible,gov,hi,1.1741493349769052,1.4966005010036612,0.23328473740824476,0.5067869498401142
bible,gov,si,0.4673466856252464,0.9693884783402209,0.09914601339850211,0.21538439682223884
bible,gov,ta,0.3673468286377394,0.9693880846534214,0.09914601339839303,0.21538384043986078
