train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.01695210435963,3.01695210435963
1,bible,-2.6607910214560487e-08,-1.3936589362972696,-1.1175590970276807,8.51721881076034,8.630521889003575
1,gov,-5.480502927733742e-09,-0.8844967482417883,-1.6008455603327103,9.667628474676327,9.669159384335881
10,flores,-1.679989854922785e-10,-6.391486391508404e-07,-1.9150850493967182,5.180686652662682,5.169171294398854
10,bible,-7.711280517361989e-09,-3.213391254811573,-0.3279684229348982,13.235524568604202,13.551122606960135
10,gov,4.966801409761834e-13,-3.2795384632044677,-0.47668952395011693,17.18342703949898,17.2161202991607
25,flores,-1.0576711733755723e-09,-0.009556644341159671,-2.0866819147618916,6.256273213762389,6.2051977017032
25,bible,-7.3911496508167105e-09,-3.5288914527096265,-0.2428767080779743,15.093185030450972,15.2081845710483
25,gov,-4.84426330844121e-09,-3.9508308205234437,-0.019019706961790506,19.16722972287641,19.114245653728794
50,flores,-1.5882108246811532e-09,-3.7174024436682505,-9.63651801328791e-07,1.715180697185807,1.780269145174735
50,bible,0.0,0.0,0.0,1.457166199626293,1.457166199626293
50,gov,-1.6867250973216716e-09,0.26842604832638123,-4.2961130517239585,5.095378207703228,4.418300946926379
