model,pareto,rawlsian,gov,bible
linear,True,True,14.48915001899617,12.027884368022647
poly2,False,False,14.489331047353485,12.02817432971358
poly3,False,False,14.489258103616942,12.028338229970691
exp,False,False,14.493733959373127,12.03155630275589
log,False,False,14.489660838430684,12.029021991298563
power,False,False,14.49326050424791,12.03189320551554
hmult,False,False,14.489638713065442,12.029807297738769
