model,log likelihood,R2 coefficient,normality pearson p-value,normality shapiro p-value,homocedasticity levene p-value,homocedasticity bartlett p-value
linear,-3.85236751063343,-0.0018868541512873094,,0.08933863043785095,,
poly2,-3.8606815269821633,-0.007455408034543476,,0.08948980271816254,,
poly3,-3.8543873307988723,-0.003236850378175893,,0.08933863043785095,,
exp,-3.8543686853379473,-0.003224379913353559,,0.08933863043785095,,
log,-2.4562110805753274,0.6050064633372627,,0.1422361582517624,,
power,0.5665983126697349,0.9473501631544765,,0.4055938422679901,,
hmult,0.26705242230712406,0.9357128092950694,,0.36376601457595825,,
