,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[0.5],0.17594235079402828,[1.0],2.031379440521538,[-0.5],5.0525107694270295
loo,[1.0],0.34458847560532785,[1.0],2.8025559276754577,"[0.5, 1.0]",9.895496921694821
