c0,c1,"c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
39.307024890285916,9.702235239621034,3.089552650920287,-303.8008543164908,345.7133517836446,16.60939020166935,10.918219916408182,-3.06000750474304,0.9730735442772591,-23.361636390662536,-1.7326414738124654,4.3126549730255235,4.359998172950865
