train set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
gov,12.877877650324457,-3.873179057479533e-09,-0.0023573301111249976,-0.018938494180990674,-0.045987743400134846,0.060811763638517216,0.00041362970517872037,14.657994315002657,14.978296092984829
bible,7.223592466953378,4.1342517849670865e-10,0.00398043669840954,-0.018118586592763563,-0.00017016150794144403,-0.008005471570214431,-0.004323169816914647,12.239830406994187,12.238009731697412
