c0,"c1,1","c1,2",c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
14.32296829992219,10.176837646326815,-2.450142836918208,-1.4966778627307553,4.848136269473177,1.0358415690528335,2.4327018410452133,-1.0359837783358161,-1.72252629641166,-4.526622462625352,3.8466783059023717,-1.3552171167030032,-1.21172521213825,-15.192977157919639,-8.323537635957079,-7.54546614940371,6.509753517222665,6.587766547084523
