model,mean,min,25%,50%,75%,max
linear,9.245358267372305,2.335950912726264,5.101678581844295,7.867604440934566,14.113994472220813,18.82760840669348
poly2,9.278917011342793,2.335950912726264,5.167507477131626,7.911524811471166,14.119021975496654,18.8495854798215
poly3,9.315517824407392,2.335950912726264,5.284798168816451,7.980321308837048,14.135613917070579,18.876392981357142
exp,10.26453184906255,2.335950912726264,5.967125396334076,9.277603176993168,14.840366296208064,19.382644014316345
log,9.350737149640755,2.335950912726264,5.217541538934099,7.875348377517138,14.08513457232354,18.82771206311582
power,10.33233200413778,2.335950912726264,5.217524935901352,9.417361803357869,15.766215811972435,18.827653066428677
hmult,9.138653628635486,1.457166199626293,5.102566318244812,7.847341381753452,14.085053608576471,18.827643415637574
