model,pareto,rawlsian,1k-flores,1k-bible,1k-gov,10k-flores,10k-bible,10k-gov,25k-flores,25k-bible,25k-gov,50k-flores,50k-bible,50k-gov
linear,True,False,2.137041372280045,8.421477469059337,9.652681525164706,5.332934936183928,13.218429852902345,17.177147108134772,6.433632867760975,15.08138001778862,19.07792406998326,3.922452860001698,1.050419681686017,6.867141021702203
poly2,True,False,2.1370416874140883,8.421478949238441,9.65268133483839,5.3329349836632165,13.21842979699172,17.17714617380357,6.433632511450076,15.08138063030555,19.077927757228565,4.034714006422973,1.0645399187906248,7.078278175121159
poly3,False,False,2.1370417110699,8.421478983454602,9.652682258627925,5.332935469289037,13.218428322857978,17.177146295543537,6.433632475743849,15.081380791513816,19.077926231559417,4.150947811295507,1.0793783474115577,7.335804528242479
exp,True,False,2.1358933216966847,8.421229528983957,9.648543996922276,5.332651421015037,13.218351279915677,17.177072541207668,6.43364499247663,15.081332350485445,19.077764562119693,3.89686831917582,1.0462973962936486,6.87976325026665
log,True,False,2.1370419191269003,8.421478636165068,9.652680873941344,5.332934721726091,13.218428271976707,17.177145904032866,6.433632341202918,15.081381263169613,19.07792594990193,3.794503737346145,1.0345348896938404,6.703706685557172
power,True,False,2.1370418566201623,8.421478046175693,9.652681236655477,5.332934686973728,13.218429315750374,17.177145099609998,6.433632955370892,15.081380750071409,19.07792617492371,3.491004125762597,1.0293478653906174,7.901186645002521
hmult,True,True,2.137041604204716,8.421478629274905,9.652681405167437,5.33293438951188,13.21022334736566,17.138961069090065,6.43363207790406,15.059954880497306,19.03423151052098,3.7916013349226407,1.035618988657136,6.431566023891839
