train set size,c0,"c1,1","c1,2",rmse,kfold rmse
1,4.079739110798096,-3.796264214767457e-09,0.018193630774411013,8.708033990952245,8.566457199596153
10,10.102511468074608,-1.7246890826091438e-09,0.03765656412922095,13.92466994152307,13.714249568675578
25,12.180713899882763,-4.164002360566634e-10,0.032859597772871965,15.47243025520488,15.317375977221783
50,17.066581391438042,7.147571250162476e-06,-2.5232068598451837e-09,17.412299868281266,18.0900789611953
