c0,c1,c2,c3,c4,c5,rmse,kfold rmse
1.5695350914212294,1.216145583679561e-08,1.8971412722638595e-05,1.0484874571596596,1.4115766200914877,6.813465110068392e-08,13.806370775000051,13.787240354845816
