train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,c3,c4,rmse,kfold rmse
cc_align,25,gov,1,flores,-34.47576241781522,77.53711006981318,-85.93909216188699,-14.178950484722641,-32.56421369681623,3.405095826102172e-14,1.6555744790362072
cc_align,25,gov,1,bible,-13.757147575047789,15.661105704273343,-29.218295532574107,-0.882158306893832,-5.513929127332141,3.611789447225648e-14,0.5480072027406877
cc_align,25,gov,1,gov,52.4841069112555,114.97886608628866,-0.318183385995611,-23.90561665493726,-43.615840263037434,3.674440388009943e-13,0.2529663491788526
cc_align,25,gov,10,flores,-86.9333051276174,57.652748713054706,-169.4761255118321,-7.442812255401821,-12.511414238276469,5.557351606196272e-13,3.2951353406309254
cc_align,25,gov,10,bible,3.0725311964341926,28.468453840643143,-6.873034455323919,-3.413863164761859,-21.60144531381333,5.365950338995594e-15,0.08064394857891909
cc_align,25,gov,10,gov,76.02771579044641,104.47507355724156,15.253136338870645,-28.706760095966555,-18.887217373415627,1.0811708018736679e-12,0.6509719530203222
cc_align,25,gov,25,flores,-95.30649990489498,46.636017018176304,-180.93177836600412,-5.16681662954932,-5.275356822423562,1.0910487245976513e-12,3.5172300578505187
cc_align,25,gov,25,bible,1.5441384138507357,28.296729293333197,-10.867761460399118,-2.333786245305266,-21.28758284042545,8.324748075687688e-15,0.14994533380550443
cc_align,25,gov,25,gov,79.76267712091781,102.95666260888396,12.715774699684406,-28.884679006337997,-11.112711960650966,4.452671485607112e-13,0.6347271234889794
cc_align,25,gov,50,flores,-1.562009258558568,-8.309207933877635,-3.2277691325904976,-6.243789858732307,-13.037303444048296,1.8582706610867232e-08,0.28530522406836567
cc_align,25,gov,50,bible,0.3713972821213866,-2.5572979402883176,-2.179872691921213,1.9346023102821237,-4.114819367637852,3.588120580517257e-09,0.7648075187786965
cc_align,25,gov,50,gov,44.82916574936921,14.430419357747478,-19.4719417816856,-13.038457487845564,50.10112122842722,1.3332886067003756e-09,1.576577158341133
cc_align,25,bible,1,flores,-1.82373822005482,24.229358155549093,-12.487760374262217,-3.477368624988371,-14.649003103437767,2.4120473534989735e-14,0.2088044446925605
cc_align,25,bible,1,bible,84.99054499382859,120.78614190504304,64.629547207526,-33.41290365417664,-59.180864900480465,3.8362728067491753e-14,1.473751376284623
cc_align,25,bible,1,gov,-4.421513671744629,17.700862524671848,-12.706673131136283,-3.2845802119678096,-9.74532025702928,3.4673813222133478e-15,0.22887482198555045
cc_align,25,bible,10,flores,-14.20373097615011,20.797456301244107,-33.29643692555839,-1.4336412142168173,-9.729392491107701,7.181651649432905e-14,0.6144599821318053
cc_align,25,bible,10,bible,112.94704542362533,118.30762178122978,92.81993044780201,-37.42256815406297,-52.394121941716044,4.903748801737654e-13,2.1106024337407674
cc_align,25,bible,10,gov,-10.860454119315206,29.046304619915635,-29.49458068683004,-4.048883753941723,-12.12073937845499,8.353718203776913e-15,0.5500467235284119
cc_align,25,bible,25,flores,-13.48275342032207,17.0713088733124,-31.944341718050175,0.2868780677485976,-9.087319360333362,3.26874999514585e-14,0.578401650813641
cc_align,25,bible,25,bible,117.82988829432843,109.84476041487719,97.07946812765651,-36.007822398485004,-48.40327278347803,5.055450396969864e-13,2.22978784428676
cc_align,25,bible,25,gov,-11.765303665955813,28.314610302235707,-31.461711474889977,-3.3649681528375224,-12.00124384268536,1.6043855938446225e-14,0.5835698868909294
cc_align,100,gov,1,flores,-32.45293843987111,65.73624965849821,-79.47056197814244,-12.29710319924205,-28.992345681752983,4.5126107086004216e-14,1.5204498178972143
cc_align,100,gov,1,bible,-13.63619806773472,15.855806802773472,-29.2787609615291,-1.1699125896455904,-5.43905772548351,6.492859140092031e-15,0.5488025809405505
