language to,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
ka,24.529564365446838,0.9215442024205152,-0.023087307751811607,-56.50347904687517,-1.1913482216274931e-08,4.024022204543935,4.122337331399063
gu,26.77436717802405,0.6739298535535826,-0.01564135634585796,-27.815164726406167,-49.38285673358192,4.35737792257569,4.477267486102866
hi,31.502742799684494,0.36956623103104563,-0.00351428621106859,-64.75775537131206,-8.506728596735063e-09,3.3240796659092178,3.344768345782853
si,41.18759232556475,0.3074100058607822,-0.0027129026367414748,-80.40456569707534,0.4121209440191292,4.801115465228167,4.948416004475995
ta,31.51593655943961,0.30140945738788055,-0.0026395212916072216,-62.492861644026384,3.513288127443021e-09,4.192661394901603,4.345415084617086
