train set,test set,c0,c1,c2,rmse,kfold rmse
gov,flores,8.407215895331365,0.005335533027812711,-4.91288455018493e-10,5.768237164642494,5.774091663536795
gov,bible,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,30.227550239877356,7.355807046603619e-10,8.463077773600336e-06,10.086486255734803,10.272800799021205
bible,flores,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,21.68704839838469,-1.4705984218476267e-09,0.004096731010386075,8.057651120721927,7.55507828050437
bible,gov,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
