train set,test set,language to,c0,c1,rmse,kfold rmse
gov,flores,ka,2.381573491533511,3.813353010171569,0.46476681461376324,1.1556830432742762
gov,flores,gu,7.825809272809987,3.771207069761142,0.06606242139854475,0.164269587308044
gov,flores,hi,6.762840842282626,3.185316998446554,0.24446678359689217,0.38723282433199024
gov,flores,si,3.913963503453792,2.220192041360261,0.21807349691117175,0.32756404443458786
gov,flores,ta,2.4223592482420444,2.153029096861807,0.3321368142064416,0.5024184494180725
gov,bible,ka,0.33548152488288996,0.45161152905781826,0.09082074503862092,0.2258337203086546
gov,bible,gu,2.2842237359819118,0.7692420756980506,0.040415893570650833,0.10049754002576229
gov,bible,hi,1.164770166854395,0.6615710091600926,0.2698413028387509,0.42470462360184
gov,bible,si,0.18152240226945113,0.3258510214243694,0.032370027376635455,0.04994459565295358
gov,bible,ta,0.22850464679512617,0.32713061462973947,0.10828878331479502,0.1703030795170712
gov,gov,ka,12.4911330162186,7.158722947307638,1.2571196263330697,3.125937012400471
gov,gov,gu,22.71712226703698,4.808262370297434,0.299794088629797,0.7454641752279594
gov,gov,hi,20.445391810025303,4.507181036847808,1.1442508650640615,1.8300885874935302
gov,gov,si,22.706031592944143,7.322415996622803,1.542406674131831,2.467435472060215
gov,gov,ta,20.430271821955678,5.488843098814922,1.0905022561009499,1.7405806902626233
bible,flores,ka,0.5149994038895405,0.53518437713211,0.03839350291353166,0.09546883580342734
bible,flores,gu,2.0404377400796023,0.7024746844031599,0.10350622434647806,0.257377630795553
bible,flores,hi,1.5125214796423123,0.4097530825068576,0.03205076324966119,0.07969692883867734
bible,flores,si,0.8202194832809224,0.35123708355492506,0.0517531121754763,0.12868879335703548
bible,flores,ta,0.7895619449499915,0.3678943647585466,0.02671921854142267,0.06643954968043188
bible,bible,ka,12.37107160924674,4.9419504586098295,0.18191706007152417,0.4523524578376068
bible,bible,gu,16.295152074788692,3.7878641760401486,0.012409909315614897,0.030858405745998834
bible,bible,hi,18.546358700544687,4.230931613211976,0.13730380748907653,0.34141819467370227
bible,bible,si,21.69130390301869,5.29318240750825,0.23367017240688065,0.5810412912988109
bible,bible,ta,16.263967781949148,4.674142755083206,0.09223049995082243,0.22933911426200124
bible,gov,ka,0.2998683272369804,0.21740532445013874,0.0003370649813697531,0.0008380772659761496
bible,gov,gu,1.197126999444463,0.5267843200545531,0.007353934597089223,0.01828625018638061
bible,gov,hi,1.040701070714866,0.2676641308330888,0.10418035430840641,0.2590531807001009
bible,gov,si,0.40756557197741206,0.15888970038863168,0.01936528394224516,0.04815351433223044
bible,gov,ta,0.3075655707241409,0.1588897007998521,0.01936528394224486,0.048153524784785025
