,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,0,26.57228075827763,28.155799696733737,0.9623680805205278,0.5309708929062122,0.24714894741679388
1,poly2,0,9.398664674327447,10.982183612783558,0.997849751825955,0.5737155202676855,0.49503312115491727
2,poly3,0,2.2402756616242594,3.8237946000803693,0.9993478505791208,0.7157610483882325,0.5466962667775226
3,exp,0,15.276949495988248,16.860468434444357,0.9942723953755785,0.28676360820703956,0.16476026121967913
4,log,0,17.88072615787442,19.464245096330533,0.9911602360023838,0.4270863062664032,0.297800624369414
5,power,0,18.266995228879814,19.850514167335923,0.9905724301651442,0.13738428789107215,0.010408138012644579
6,mult,0,18.266995228879814,19.850514167335923,0.9905724301651442,0.13738428789107215,0.010408138012644579
7,hybrid_mult,0,15.788156210398462,17.37167514885457,0.9937630048415673,0.23560757037860022,0.10442804777506667
8,am,0,26.57228075827763,28.155799696733737,0.9623680805205278,0.5309708929062122,0.24714894741679388
9,gm,0,26.57228075827763,28.155799696733737,0.9623680805205278,0.5309708929062122,0.24714894741679388
10,hm,0,26.57228075827763,28.155799696733737,0.9623680805205278,0.5309708929062122,0.24714894741679388
