train set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,6.640523192221158,1.4256809757173872,-0.052885573755410566,0.0005908319686111027,13.76660168024274,13.864266012587635
bible,3.422930951063473,2.961921776873484,-0.3072633606035413,0.00809737320825193,11.775755776294671,11.799118467802785
