train set,test set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,flores,5.87018119999912,23.269272872656455,-14.36218796809549,3.5677487007614084,3.6218333052789546
gov,bible,1.4226090458443839,1.0296221249988413,-2.0258123425532437e-08,1.247268406309467,1.2555386764155148
gov,gov,21.07203635349072,53.06462907223269,-31.67637084536984,5.111346137259542,5.194089104997347
bible,flores,1.4956378821945295,1.9291844666148903,-4.619970717261194e-10,0.8279952256124368,0.835007669177305
bible,bible,19.02612686171187,26.96135915838823,-8.316168009666349e-10,4.2249127033435165,4.261975029594579
bible,gov,1.0306415428423081,0.32642946013345003,-3.2884876054527484e-10,0.7121020428359957,0.7049025374744539
