train set size,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
1,5.9511542661493,1.7752640394803332,1.1375818485579309e-10,0.06377389347052874,8.118921973186852,8.12099009855611
10,10.57565277833403,3.8978869754096745,4.273879132806676e-07,0.10153849570576884,13.547127432204283,13.553952656753614
25,12.11544864467171,4.435775839353959,5.250817870653856e-09,0.057322770301948565,15.169361813389248,15.176835820500383
50,15.824262145517588,5.3104632585284035,0.016416317322680313,3.52567563817959e-08,17.22761505484655,17.53399047318004
