model,pareto,rawlsian,gov-1k,gov-10k,gov-25k,gov-50k,bible-1k,bible-10k,bible-25k
linear,True,False,8.308247344583846,14.113115804980271,15.507102924057609,17.489327390383067,7.852896607962755,12.432886044188974,14.255484385700385
poly2,True,False,8.308561219661545,14.114520657749386,15.508024015593666,17.493636229421767,7.852716860789982,12.434275176367132,14.255622793223733
poly3,True,False,8.308357565614335,14.111560182431733,15.506674046942502,17.491765790492884,7.852429603186967,12.432469219784547,14.256290559784432
exp,False,False,8.308312165093955,14.1381751625361,15.532471177065242,17.497530673056485,7.86410615961335,12.449069270809597,14.272242034457218
log,True,False,8.306999029170777,14.13266744603856,15.526144062207251,17.5025417287286,7.861917870636108,12.445095335569508,14.267336234650076
power,False,False,8.311718750213425,14.145012251318343,15.538505851923656,17.509318619905347,7.866063132161146,12.45019706377473,14.272947476733014
hmult,True,True,8.32689211046635,14.128679308536553,15.520618662509095,17.46353128493153,7.8612555606846,12.441540559286732,14.26132520371552
