language to,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
ka,24.777421819919745,-51.01748497829936,181.35412282199675,-200.6020381819668,137.61360438212438,-764.9802707533381,832.7125776418808,4.0454694148096415,4.057949203835628
gu,7.770216768289065,-20.894752707491662,-2.4220624780030526,16.345951415371385,408.9725948504389,-1574.2573549462406,1540.5043151557993,3.960085146200067,3.96554561974742
hi,40.09695835628609,-185.08221977745004,551.5886482988788,-534.2223589257604,187.54977244076812,-886.3993981049665,885.5957682877453,3.883228284397295,3.890692409624601
si,92.55333653941925,-26.331959778503805,29.37479000507004,-16.049464283534306,-507.63581772051884,1114.265515557094,-839.2402670053486,3.478190928681436,3.5023327237877773
ta,62.166104516949424,-59.40165522178802,157.69583690312606,-162.02039969125715,-224.1859357375117,361.07292080484115,-218.97914065973754,4.269795560768794,4.31053280045643
