c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
7.8989896224007445,2.937653293123874,-9.333293481040733e-09,-0.0005635305278404068,4.52663898118624,-0.08185096213620208,0.0031924037184980943,13.692997995123845,13.701551204513638
