language to,c0,c1,c2,rmse,kfold rmse
ka,26.519645289919445,0.2997398881035278,-56.82826893088245,4.258810693982942,4.308782313654897
gu,31.939190292014963,0.24965444737586953,-60.21948142507354,4.67758668162579,4.749686784341908
hi,34.122635022004005,0.17590136437783965,-67.30488376127524,3.289907135234236,3.3516526399022863
si,41.979961856511565,0.1745271139147794,-80.2272946764071,4.848483415178003,4.929970735365234
ta,32.329907048345355,0.1713410953117225,-62.56219208513943,4.232744321979347,4.313428729789061
