train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,1.354785788638409,-2.519547495956234,-9.560477922916312e-09,8.464521774560152,8.65832774796186
1,gov,1.5331180056790843,-2.4917608383428504,-1.339513050748626e-09,9.6923191405883,9.685321431507155
10,flores,1.2433436314850719,-2.3094643898555485,-2.3468644537142833e-07,5.287571546371422,5.265471409505124
10,bible,1.7382480380103185,-2.9040591132460287,-2.801240568169492e-07,13.184389918877313,13.425169315686372
10,gov,2.0613517282221077,-2.9392598210342484,-6.97265375219765e-09,17.112388201809257,17.133789603962107
25,flores,1.215335837357688,-2.618090246755686,-3.2253573060650443e-09,6.3328751561932854,6.325273958178141
25,bible,1.873317290585016,-3.00306600539968,-3.362159143034564e-07,15.029644846091822,15.303596112792738
25,gov,2.326707389801113,-2.9187501457876923,-4.3293626207885046e-10,19.012592342585997,19.05257807402509
50,flores,1.273457234282891,-2.334397132728175,-0.832174615504617,1.0378291797872663,3.610926716100553
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,5.460188525078629,-3.2323681296951596,0.3359600267383314,7.822471797981165,69.80896862140159
